geopy location,coordinates
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Avondale, Maricopa County, Arizona, 85323, United States","(33.4355977, -112.349602)"
"Sun City, Maricopa County, Arizona, 85363, United States","(33.6290111, -112.2819337)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Sun City West, Surprise, Maricopa County, Arizona, 85375-4416, United States","(33.6657535, -112.35505216920794)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Sun City West, Surprise, Maricopa County, Arizona, 85375-4416, United States","(33.6657535, -112.35505216920794)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Cave Creek, Maricopa County, Arizona, United States","(33.8333333, -111.9508333)"
"Sun City West, Surprise, Maricopa County, Arizona, 85375-4416, United States","(33.6657535, -112.35505216920794)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Prescott, Yavapai County, Arizona, United States","(34.5399962, -112.4687616)"
"Sun City, Maricopa County, Arizona, 85363, United States","(33.6290111, -112.2819337)"
"Paradise Valley, Maricopa County, Arizona, 85253, United States","(33.5428006, -111.9556001)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Prescott, Yavapai County, Arizona, United States","(34.5399962, -112.4687616)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Tempe, Maricopa County, Arizona, United States","(33.4255056, -111.9400091)"
"Sun City West, Surprise, Maricopa County, Arizona, 85375-4416, United States","(33.6657535, -112.35505216920794)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Sun City West, Surprise, Maricopa County, Arizona, 85375-4416, United States","(33.6657535, -112.35505216920794)"
"Yuma, Yuma County, Arizona, United States","(32.665135, -114.47603157249804)"
"Paradise Valley, Maricopa County, Arizona, 85253, United States","(33.5428006, -111.9556001)"
"Yuma, Yuma County, Arizona, United States","(32.665135, -114.47603157249804)"
"Sun City West, Surprise, Maricopa County, Arizona, 85375-4416, United States","(33.6657535, -112.35505216920794)"
"Wickenburg, Maricopa County, Arizona, United States","(33.9680962, -112.7301353)"
"Sun City West, Surprise, Maricopa County, Arizona, 85375-4416, United States","(33.6657535, -112.35505216920794)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Prescott, Yavapai County, Arizona, United States","(34.5399962, -112.4687616)"
"Dewey, Prescott Valley, Yavapai County, Arizona, 86329, United States","(34.5300253, -112.2412739)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Casa Grande, Pinal County, Arizona, 86122, United States","(32.8795022, -111.757352)"
"Prescott Valley, Yavapai County, Arizona, United States","(34.6100243, -112.315721)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Waddell, Maricopa County, Arizona, 85388, United States","(33.6114269, -112.4271084)"
"Gila Bend, Maricopa County, Arizona, United States","(32.9478267, -112.7168239)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Prescott Valley, Yavapai County, Arizona, United States","(34.6100243, -112.315721)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Yuma, Yuma County, Arizona, United States","(32.665135, -114.47603157249804)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Cottonwood, Yavapai County, Arizona, 86326, United States","(34.739489, -112.009793)"
"Sedona, Coconino County, Arizona, United States","(34.8679599, -111.7617165)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Cave Creek, Maricopa County, Arizona, United States","(33.8333333, -111.9508333)"
"Cave Creek, Maricopa County, Arizona, United States","(33.8333333, -111.9508333)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Waddell, Maricopa County, Arizona, 85388, United States","(33.6114269, -112.4271084)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Flagstaff, Coconino County, Arizona, 86001, United States","(35.1987522, -111.6518229)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Miami, Gila County, Arizona, 85539, United States","(33.3994776, -110.87095)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Sun City, Maricopa County, Arizona, 85363, United States","(33.6290111, -112.2819337)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Wittmann, Maricopa County, Arizona, United States","(33.7733775, -112.52701830095228)"
"Florence, Pinal County, Arizona, United States","(33.059919, -111.43038216330561)"
"Florence, Pinal County, Arizona, United States","(33.059919, -111.43038216330561)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Florence, Pinal County, Arizona, United States","(33.059919, -111.43038216330561)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Wickenburg, Maricopa County, Arizona, United States","(33.9680962, -112.7301353)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Camp Verde, Yavapai County, Arizona, United States","(34.5636358, -111.854317)"
"Avondale, Maricopa County, Arizona, 85323, United States","(33.4355977, -112.349602)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Sun City, Maricopa County, Arizona, 85363, United States","(33.6290111, -112.2819337)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Cave Creek, Maricopa County, Arizona, United States","(33.8333333, -111.9508333)"
"Scottsdale, Maricopa County, Arizona, United States","(33.4942189, -111.9260184)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Chino Valley, Yavapai County, Arizona, 86323, United States","(34.78357, -112.43035972408359)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Arizona City, Pinal County, Arizona, United States","(32.748400000000004, -111.67590514853674)"
"Prescott, Yavapai County, Arizona, United States","(34.5399962, -112.4687616)"
"Wittmann, Maricopa County, Arizona, United States","(33.7733775, -112.52701830095228)"
"Florence, Pinal County, Arizona, United States","(33.059919, -111.43038216330561)"
"Camp Verde, Yavapai County, Arizona, United States","(34.5636358, -111.854317)"
"El Mirage, Maricopa County, Arizona, 85335, United States","(33.6130338, -112.3244866)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Chino Valley, Yavapai County, Arizona, 86323, United States","(34.78357, -112.43035972408359)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Chino Valley, Yavapai County, Arizona, 86323, United States","(34.78357, -112.43035972408359)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Paulden, Yavapai County, Arizona, United States","(34.879892999999996, -112.47709873575306)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Prescott, Yavapai County, Arizona, United States","(34.5399962, -112.4687616)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Glendale, Maricopa County, Arizona, 85301, United States","(33.5386858, -112.1859941)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Peoria, Maricopa County, Arizona, 85345, United States","(33.5806115, -112.237294)"
"Paradise Valley, Maricopa County, Arizona, 85253, United States","(33.5428006, -111.9556001)"
"Surprise, Maricopa County, Arizona, 85374, United States","(33.6292271, -112.3680189)"
"Sun City, Maricopa County, Arizona, 85363, United States","(33.6290111, -112.2819337)"
"Goodyear, Maricopa County, Arizona, 85395, United States","(33.4353672, -112.3576)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
"Buckeye, Maricopa County, Arizona, United States","(33.3703197, -112.583776)"
"Phoenix, Maricopa County, Arizona, 85004-1905, United States","(33.4484367, -112.0741417)"
